Query sequence,Most common phylum-level assignment,Phylum-level assignment,Most common class-level assignment,Class-level assignment,Most common order-level assignment,Order-level assignment,Most common family-level assignment,Family-level assignment,Most common Genus-level assignment,Genus-level assignment,Taxon assignment,Likelihood weight,otu,otu_references,tbas_loci,missing,link,Trophic Mode,Guild
Otu1041,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Teichosporaceae,Teichosporaceae,Teichospora,Teichospora,"Teichospora_radicans,Teichospora_viticola","0.214844, 0.159478, 0.082579, 0.069372, 0.047665, 0.038247, 0.038177, 0.030871, 0.030416, 0.023608, 0.014588",OTU48,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1041,Saprotroph,Undefined Saprotroph
Otu1042,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Phaeosphaeriaceae,"Phaeosphaeriaceae,Leptosphaeriaceae,unclassified",Septoriella,"Septoriella,Tintelnotia,Juncaceicola,Ampelomyces,Allophaeosphaeria,Setophoma,Ophiosphaerella,unclassified","Juncaceicola_alpina,Ampelomyces_quisqualis,Septoriella_hirta,Allophaeosphaeria_clematidis,Septoriella_leuchtmannii,Setophoma_sacchari,Septoriella_hubertusii,Ophiosphaerella_herpotricha,Tintelnotia_opuntiae,Pleosporales_sp,Tintelnotia_destructans","0.379880, 0.119927, 0.108351, 0.051657, 0.045299, 0.045278, 0.045019, 0.037473, 0.025620, 0.025579, 0.020664",OTU49,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1042,,
Otu1043,Ascomycota,Ascomycota,Saccharomycetes,Saccharomycetes,Saccharomycetales,Saccharomycetales,Debaryomycetaceae,Debaryomycetaceae,Meyerozyma,"Meyerozyma,Debaryomyces","Meyerozyma_guilliermondii,Debaryomyces_hansenii","0.534891, 0.400372, 0.064725",OTU50,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1043,Pathotroph,Animal Pathogen
Otu1044,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Pleosporaceae,Pleosporaceae,Pleospora,Pleospora,Pleospora_halimiones,"0.836051, 0.054799, 0.047228, 0.042978",OTU51,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1044,Pathotroph-Saprotroph,Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph
Otu1045,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Pleosporaceae,Pleosporaceae,Exserohilum,Exserohilum,Exserohilum_oryzicola,"0.341623, 0.069018, 0.068901, 0.047371, 0.047247, 0.032716, 0.032681, 0.023161, 0.018002, 0.017726, 0.017640",OTU52,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1045,Pathotroph,Plant Pathogen
Otu1046,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,"Capnodiales,unclassified",unclassified,"unclassified,Extremaceae,Mycosphaerellaceae,Teratosphaeriaceae",unclassified,"unclassified,Vermiconia,Petrophila,Staninwardia,Devriesia","Vermiconia_foris,Dothideomycetes_sp_TRN80,Vermiconia_flagrans,Dothideomycetes_sp_TRN138,Petrophila_incerta,Capnodiales_sp_CCFEE_5502,Staninwardia_suttonii,Devriesia_compacta,Capnodiales_sp_A73,Petrophila_incerta_1,Dothideomycetes_sp_TRN66","0.264713, 0.174273, 0.170967, 0.106373, 0.095958, 0.064733, 0.053051, 0.018911, 0.012768",OTU53,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1046,,
Otu1047,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Hypocreales,Hypocreales,Clavicipitaceae,Clavicipitaceae,Shimizuomyces,Shimizuomyces,Shimizuomyces_paradoxus,"0.124430, 0.031619, 0.021957, 0.018644, 0.017977, 0.017798, 0.015708, 0.014691, 0.014494, 0.014191, 0.014179",OTU54,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1047,,
Otu1048,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Trypetheliales,Trypetheliales,Trypetheliaceae,Trypetheliaceae,Trypethelium,"Trypethelium,Astrothelium,Laurera","Astrothelium_cinnamomeum,Laurera_megasperma,Trypethelium_nitidiusculum,Trypethelium_virens","0.038391, 0.027540, 0.027277, 0.027159, 0.027130, 0.026543, 0.025754, 0.025623, 0.025604, 0.025514, 0.025425",OTU55,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1048,Symbiotroph,Lichenized
Otu1049,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Didymosphaeriaceae,"Didymosphaeriaceae,Phaeosphaeriaceae",Pseudocamarosporium,"Pseudocamarosporium,Phaeodothis","Pseudocamarosporium_piceae,Pseudocamarosporium_corni,Pseudocamarosporium_lonicerae,Phaeodothis_winteri,Pseudocamarosporium_propinquum","0.255921, 0.187725, 0.187684, 0.164576, 0.157730",OTU56,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1049,,
Otu105,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Pleosporaceae,Pleosporaceae,Curvularia,Curvularia,Curvularia_perotidis,"0.556233, 0.321921, 0.008126, 0.008125, 0.007810, 0.007798, 0.007768, 0.007767, 0.007767, 0.007762, 0.007759",OTU57,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu105,Pathotroph,Plant Pathogen
Otu1050,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,unclassified,unclassified,Pseudochaetosphaeronema,"Pseudochaetosphaeronema,Splanchnonema","Pseudochaetosphaeronema_martinelli,Pseudochaetosphaeronema_larense,Splanchnonema_platani","0.107391, 0.007321, 0.005615, 0.005229, 0.005227, 0.005227, 0.005227, 0.005227, 0.004848, 0.004805, 0.004533",OTU58,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1050,,
Otu1051,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,"Capnodiales,unclassified",unclassified,"unclassified,Extremaceae,Mycosphaerellaceae,Teratosphaeriaceae",unclassified,"unclassified,Vermiconia,Petrophila,Staninwardia,Devriesia","Vermiconia_foris,Dothideomycetes_sp_TRN80,Vermiconia_flagrans,Dothideomycetes_sp_TRN138,Petrophila_incerta,Capnodiales_sp_CCFEE_5502,Staninwardia_suttonii,Devriesia_compacta,Capnodiales_sp_A73,Petrophila_incerta_1,Dothideomycetes_sp_TRN66","0.171899, 0.122146, 0.121044, 0.063809, 0.063597, 0.041432, 0.039450, 0.036176, 0.035295, 0.034222, 0.034221",OTU59,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1051,,
Otu1052,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Hypocreales,Hypocreales,Ophiocordycipitaceae,Ophiocordycipitaceae,Tolypocladium,Tolypocladium,Tolypocladium_japonicum,"0.366172, 0.264989, 0.251925, 0.030600, 0.009718, 0.009003, 0.006809, 0.006214, 0.006177",OTU60,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1052,Pathotroph-Symbiotroph,Animal Pathogen-Clavicipitaceous Endophyte-Fungal Parasite
Otu1053,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Chaetothyriales,Chaetothyriales,Trichomeriaceae,Trichomeriaceae,Knufia,Knufia,Knufia_petricola,0.999813,OTU61,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1053,Pathotroph,Lichen Parasite
Otu1054,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Dothideales,"Dothideales,unclassified",Aureobasidiaceae,"Aureobasidiaceae,Dothioraceae,Dothideaceae,unclassified",Aureobasidium,"Aureobasidium,Dothiora,Delphinella,Dothidea,Sydowia,Neocylindroseptoria,unclassified","Aureobasidium_lini,Dothiora_ceratoniae,Aureobasidium_melanogenum,Delphinella_strobiligena,Aureobasidium_namibiae,Dothiora_cannabinae,Dothidea_ribesia,Aureobasidium_pullulans,Sydowia_polyspora,Neocylindroseptoria_pistaciae,Dothideomycetes_sp_TRN11","0.339098, 0.153500, 0.147945, 0.072223, 0.037831, 0.035762, 0.035762, 0.035762, 0.035762, 0.035762, 0.012712",OTU62,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1054,Pathotroph,Plant Pathogen
Otu1055,Ascomycota,Ascomycota,Saccharomycetes,Saccharomycetes,Saccharomycetales,Saccharomycetales,Debaryomycetaceae,Debaryomycetaceae,Meyerozyma,Meyerozyma,Meyerozyma_guilliermondii,"0.033187, 0.015676, 0.008819, 0.005441, 0.004464, 0.004456, 0.003953, 0.003582, 0.003214, 0.002867, 0.002738",OTU63,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1055,Pathotroph,Animal Pathogen
Otu1056,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Atractosporales,Atractosporales,Atractosporaceae,Atractosporaceae,Rubellisphaeria,Rubellisphaeria,Rubellisphaeria_abscondita,"0.074920, 0.061091, 0.022655, 0.017312, 0.017231, 0.009374, 0.007899, 0.007502, 0.007502, 0.007502, 0.006992",OTU64,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1056,,
Otu1057,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Thyridariaceae,Thyridariaceae,Parathyridaria,Parathyridaria,Parathyridaria_ramulicola,"0.012913, 0.012622, 0.012612, 0.011579, 0.011215, 0.005116, 0.005037, 0.004819, 0.004612, 0.004547, 0.004547",OTU65,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1057,,
Otu1058,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Atractosporales,Atractosporales,Atractosporaceae,Atractosporaceae,Rubellisphaeria,Rubellisphaeria,Rubellisphaeria_abscondita,"0.031515, 0.025960, 0.018431, 0.015918, 0.013412, 0.013326, 0.007575, 0.006039, 0.005822, 0.005736, 0.005736",OTU66,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1058,,
Otu1059,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,unclassified,"unclassified,Trematosphaeriaceae,Morosphaeriaceae,Massarinaceae,Didymellaceae",Falciformispora,"Falciformispora,Aquilomyces,Helicascus,Flavomyces,Pseudochaetosphaeronema,Byssothecium,Trematosphaeria,Stagonospora,Splanchnonema,Stagonosporopsis","Aquilomyces_patris,Helicascus_chiangraiensis,Flavomyces_fulophazii,Pseudochaetosphaeronema_larense,Byssothecium_circinans,Trematosphaeria_grisea,Stagonospora_paludosa,Falciformispora_senegalensis,Splanchnonema_platani,Falciformispora_tompkinsii,Stagonosporopsis_centaureae","0.136145, 0.080544, 0.073943, 0.045738, 0.023215, 0.020093, 0.020064, 0.016196, 0.015385, 0.015244, 0.012918",OTU67,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1059,Pathotroph,Plant Pathogen
Otu106,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Eurotiales,Eurotiales,Aspergillaceae,Aspergillaceae,Aspergillus,Aspergillus,Aspergillus_protuberus,"0.949413, 0.033960",OTU68,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu106,Pathotroph,Animal Pathogen
Otu1060,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,"Capnodiales,unclassified",Cladosporiaceae,"Cladosporiaceae,unclassified,Davidiellaceae",Cladosporium,"Cladosporium,unclassified,Rachicladosporium","Rachicladosporium_inconspicuum_1,Cladosporium_cladosporioides,Rachicladosporium_inconspicuum,Dothideomycetes_sp_TRN43,Cladosporium_allicinum,Cladosporium_fusiforme,Cladosporium_sphaerospermum,Dothideomycetes_sp_TRN42,Davidiellaceae_sp_AN1,Dothideomycetes_sp_TRN44,Rachicladosporium_mcmurdoi","0.263453, 0.262766, 0.262380, 0.030376, 0.028328, 0.028328, 0.028328, 0.028328, 0.028328",OTU69,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1060,Pathotroph,Plant Pathogen
Otu1061,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Hypocreales,Hypocreales,Clavicipitaceae,Clavicipitaceae,Moelleriella,Moelleriella,Moelleriella_libera,"0.019705, 0.015278, 0.010968, 0.010963, 0.008073, 0.007188, 0.007185, 0.007159, 0.004651, 0.004024, 0.003889",OTU70,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1061,Pathotroph,Animal Pathogen
Otu1062,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Hypocreales,Hypocreales,Ophiocordycipitaceae,Ophiocordycipitaceae,Ophiocordyceps,Ophiocordyceps,Ophiocordyceps_sinensis,"0.021843, 0.020626, 0.013364, 0.008996, 0.004928, 0.004906, 0.004889, 0.004293, 0.004211, 0.004201, 0.004105",OTU71,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1062,Pathotroph-Symbiotroph,Endophyte-Insect Pathogen
Otu1063,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Eurotiales,Eurotiales,Trichocomaceae,Trichocomaceae,Talaromyces,Talaromyces,Talaromyces_rotundus,"0.027224, 0.015498, 0.014537, 0.014522, 0.013859, 0.013154, 0.011899, 0.010741, 0.010196, 0.010195, 0.009506",OTU72,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1063,Saprotroph,Undefined Saprotroph
Otu1064,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Teichosporaceae,Teichosporaceae,Teichospora,Teichospora,"Teichospora_radicans,Teichospora_viticola","0.188450, 0.074662, 0.022639, 0.017821, 0.017811, 0.017516, 0.015733, 0.015148, 0.015106, 0.013332, 0.013305",OTU73,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1064,Saprotroph,Undefined Saprotroph
Otu1065,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Phaeosphaeriaceae,Phaeosphaeriaceae,Parastagonospora,"Parastagonospora,Juncaceicola,Sclerostagonospora,Allophaeosphaeria,Populocrescentia,Phaeosphaeria","Juncaceicola_alpina,Sclerostagonospora_opuntiae,Allophaeosphaeria_clematidis,Parastagonospora_nodorum,Populocrescentia_forlicesenensis,Phaeosphaeria_eustoma,Parastagonospora_avenae","0.282365, 0.209505, 0.196571, 0.099333, 0.095035, 0.066372, 0.009594",OTU74,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1065,,
Otu1066,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Chaetothyriales,Chaetothyriales,Herpotrichiellaceae,"Herpotrichiellaceae,unclassified",Exophiala,"Exophiala,Capronia,unclassified","Exophiala_nigra,Exophiala_oligosperma,Capronia_mansonii,Capronia_munkii,Exophiala_xenobiotica,Exophiala_bergeri,Exophiala_nishimurae,Capronia_fungicola,Exophiala_dermatitidis,Capronia_sp_WUC15_551,Chaetothyriales_sp_H5","0.040526, 0.040397, 0.037794, 0.027834, 0.027834, 0.027834, 0.027834, 0.027834, 0.024951, 0.024939, 0.024819",OTU75,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1066,Pathotroph,Animal Pathogen
Otu1067,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Onygenales,Onygenales,Ascosphaeraceae,"Ascosphaeraceae,Eremascaceae",Ascosphaera,"Ascosphaera,Eremascus","Ascosphaera_apis,Ascosphaera_larvis,Eremascus_albus,Ascosphaera_colubrina","0.018534, 0.017385, 0.016568, 0.014753, 0.014003, 0.013660, 0.012542, 0.012057, 0.012055, 0.011924, 0.010985",OTU76,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1067,Pathotroph,Animal Pathogen
Otu1068,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Thyridariaceae,"Thyridariaceae,Arthopyreniaceae",Parathyridaria,"Parathyridaria,Arthopyrenia","Arthopyrenia_salicis,Parathyridaria_percutanea,Parathyridaria_ramulicola","0.605293, 0.169086, 0.039815, 0.031599, 0.030110, 0.015681, 0.011634, 0.010342, 0.010295, 0.010294, 0.010294",OTU77,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1068,,
Otu1069,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Leptosphaeriaceae,"Leptosphaeriaceae,Phaeosphaeriaceae",Leptosphaeria,"Leptosphaeria,Plenodomus,Allophaeosphaeria,Muriphaeosphaeria","Allophaeosphaeria_cytisi,Leptosphaeria_maculans,Muriphaeosphaeria_galatellae,Plenodomus_chrysanthemi,Leptosphaeria_doliolum,Plenodomus_visci","0.223637, 0.192185, 0.101010, 0.055334, 0.054709, 0.054706, 0.049652, 0.048916, 0.048142, 0.047166, 0.032840",OTU78,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1069,Pathotroph,Plant Pathogen
Otu107,Ascomycota,Ascomycota,Pezizomycetes,Pezizomycetes,Pezizales,Pezizales,Pezizaceae,"Pezizaceae,Ascobolaceae,Pyronemataceae",Ascobolus,"Ascobolus,Peziza,Marcelleina,Saccobolus,Iodophanus,Pachyella,Cazia","Marcelleina_persoonii,Saccobolus_dilutellus,Ascobolus_carbonarius,Iodophanus_carneus,Pachyella_babingtonii,Peziza_gerardii,Cazia_flexiascus,Peziza_quelepidotia,Ascobolus_crenulatus,Peziza_polaripapulata,Ascobolus_denudatus","0.062445, 0.061940, 0.061933, 0.061705, 0.061469, 0.035818, 0.018278, 0.018271, 0.018170, 0.017997, 0.016266",OTU79,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu107,Saprotroph,Dung Saprotroph-Wood Saprotroph
Otu1070,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Jahnulales,Jahnulales,Aliquandostipitaceae,Aliquandostipitaceae,Jahnula,Jahnula,Jahnula_granulosa,"0.062637, 0.029692, 0.024560, 0.024408, 0.020986, 0.020753, 0.007395, 0.006990, 0.006990, 0.006990, 0.006990",OTU80,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1070,Saprotroph,Undefined Saprotroph
Otu1071,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Pleosporaceae,Pleosporaceae,Exserohilum,Exserohilum,Exserohilum_oryzicola,"0.151321, 0.129163, 0.042452, 0.041672, 0.041060, 0.041060, 0.041060, 0.041059, 0.031766, 0.021436, 0.019951",OTU81,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1071,Pathotroph,Plant Pathogen
Otu1072,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,"Capnodiales,unclassified",unclassified,"unclassified,Neodevriesiaceae",unclassified,"unclassified,Neodevriesia,Tripospermum","Neodevriesia_strelitziae,Dothideomycetes_sp_TRN142,Tripospermum_myrti,Dothideomycetes_sp_TRN152,Neodevriesia_agapanthi,Dothideomycetes_sp_TRN153","0.357724, 0.180216, 0.153104, 0.153104, 0.153104",OTU82,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1072,,
Otu1073,Ascomycota,Ascomycota,Saccharomycetes,Saccharomycetes,Saccharomycetales,Saccharomycetales,Dipodascaceae,Dipodascaceae,Yarrowia,Yarrowia,Yarrowia_lipolytica,"0.647282, 0.080780, 0.080674, 0.056080, 0.045482, 0.021495, 0.018295",OTU83,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1073,Saprotroph,Undefined Saprotroph
Otu1074,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Didymellaceae,"Didymellaceae,Leptosphaeriaceae",Neoascochyta,"Neoascochyta,Paraleptosphaeria","Neoascochyta_paspali,Neoascochyta_europaea,Paraleptosphaeria_rumicis,Neoascochyta_desmazieri","0.013252, 0.012800, 0.012523, 0.012182, 0.012038, 0.011776, 0.011648, 0.011408, 0.011254, 0.011250, 0.011137",OTU84,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1074,,
Otu1075,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Dothideales,"Dothideales,unclassified",Aureobasidiaceae,"Aureobasidiaceae,Dothioraceae,Dothideaceae,unclassified",Aureobasidium,"Aureobasidium,Dothiora,Delphinella,Dothidea,Sydowia,Neocylindroseptoria,unclassified","Aureobasidium_lini,Dothiora_ceratoniae,Aureobasidium_melanogenum,Delphinella_strobiligena,Aureobasidium_namibiae,Dothiora_cannabinae,Dothidea_ribesia,Aureobasidium_pullulans,Sydowia_polyspora,Neocylindroseptoria_pistaciae,Dothideomycetes_sp_TRN11","0.131052, 0.131001, 0.130824, 0.048614, 0.048129, 0.048129, 0.048129, 0.048129, 0.048129, 0.047905, 0.047905",OTU85,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1075,Pathotroph,Plant Pathogen
Otu1076,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Chaetothyriales,Chaetothyriales,Cyphellophoraceae,Cyphellophoraceae,Cyphellophora,Cyphellophora,Cyphellophora_laciniata,"0.069407, 0.061709, 0.060455, 0.056003, 0.053593, 0.051258, 0.045278, 0.044957, 0.044152, 0.044015, 0.043983",OTU86,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1076,Pathotroph,Animal Pathogen
Otu1077,Ascomycota,Ascomycota,Pezizomycetes,Pezizomycetes,Pezizales,Pezizales,Sarcoscyphaceae,Sarcoscyphaceae,Sarcoscypha,"Sarcoscypha,Pseudopithyella","Sarcoscypha_coccinea,Sarcoscypha_austriaca,Pseudopithyella_minuscula","0.238363, 0.075021, 0.039265, 0.034959, 0.034923, 0.033587, 0.028269, 0.027620, 0.027518, 0.026270, 0.025710",OTU87,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1077,,
Otu1078,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Neodevriesiaceae,Neodevriesiaceae,Neodevriesia,Neodevriesia,Neodevriesia_strelitziae,"0.226228, 0.144536, 0.132042, 0.119347, 0.118713, 0.118713, 0.118713",OTU88,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1078,,
